Ì	i I ぐらーぶ
Ò	o O ぐらーぶ
Ù	u U ぐらーぶ
à	a A ぐらーぶ
è	e E ぐらーぶ
ì	i I ぐらーぶ
ò	o O ぐらーぶ
ù	u U ぐらーぶ
Â	a A さーかむふれっくす はっと
Ê	e E さーかむふれっくす はっと
Î	i I さーかむふれっくす はっと
Ô	o O さーかむふれっくす はっと
Û	u U さーかむふれっくす はっと
â	a A さーかむふれっくす はっと
ê	e E さーかむふれっくす はっと
î	i I さーかむふれっくす はっと
ô	o O さーかむふれっくす はっと
û	u U さーかむふれっくす はっと
Ø	o O すらっしゅ
ø	o O すらっしゅ
Ç	c C せでぃーゆ
ç	c C せでぃーゆ
Ő	o O だぶるあきゅーと
Ű	u U だぶるあきゅーと
ő	o O だぶるあきゅーと
ű	u U だぶるあきゅーと
Ã	a A ちるだ
Ñ	n N ちるだ
Õ	o O ちるだ
ã	a A ちるだ
ñ	n N ちるだ
õ	o O ちるだ
Ë	e E うむらうと とれま
Ï	i I うむらうと とれま
ë	e E うむらうと とれま
ï	i I うむらうと とれま
ÿ	y Y うむらうと とれま
Ơ	o O ほーん
Ư	u U ほーん
Ớ	o O ほーん
Ờ	o O ほーん
Ở	o O ほーん
Ỡ	o O ほーん
Ợ	o O ほーん
Ứ	u U ほーん
Ừ	u U ほーん
Ử	u U ほーん
Ữ	u U ほーん
Ự	u U ほーん
ơ	o O ほーん
ư	u U ほーん
ớ	o O ほーん
ờ	o O ほーん
ở	o O ほーん
ỡ	o O ほーん
ợ	o O ほーん
ứ	u U ほーん
ừ	u U ほーん
ử	u U ほーん
ữ	u U ほーん
ự	u U ほーん
Ā	a A まくろん
Ǟ	a A まくろん
Ǣ	a A ae AE まくろん
Ē	e E まくろん
Ḡ	g G まくろん
Ī	i I まくろん
Ō	o O まくろん
Ȫ	o O まくろん
Ū	u U まくろん
Ǖ	u U まくろん
Ȳ	y Y まくろん
ā	a A まくろん
ǟ	a A まくろん
ǣ	a A ae AE まくろん
ē	e E まくろん
ḡ	g G まくろん
ī	i I まくろん
ō	o O まくろん
ȫ	o O まくろん
ū	u U まくろん
ǖ	u U まくろん
ȳ	y Y まくろん
Å	a A りんぐ
å	a A りんぐ
Æ	a A ae AE にじゅうぼいん ごうじ あっしゅ
æ	a A ae AE にじゅうぼいん ごうじ あっしゅ はつおんきごう
ß	s S ss SS ごうじ えすつぇっと
ẞ	s S ss SS ごうじ えすつぇっと
ɑ	a A はつおんきごう えー えい ぶろーどえー ぶろーどえい ぶろーどa ぶろーどA ぶろーどあ
ɒ	a A はつおんきごう
ʌ	はつおんきごう いんばーてっどぶい いんばーてぃっどぶい いんゔぁーてぃっどゔぃー いんゔぁーてっどゔぃー うぇっじ v u V U  
ə	はつおんきごう あいまいぼいん しゅわー しゅわ e E
ɚ	はつおんきごう あいまいぼいん ふっくとしゅわー ふっくとしゅわ ふっくどしゅわー ふっくどしゅわ しゅわー しゅわ e E
ɔ	はつおんきごう おーぷんおー o O
ɪ	はつおんきごう i I
ʊ	はつおんきごう ゆぷしろん u U
ð	はつおんきごう えず えす
ŋ	はつおんきごう えんぐ えん んg ng NG
ʃ	はつおんきごう えしゅ sh SH
ʒ	はつおんきごう えじゅ えっじゅ zh ZH
ʧ	はつおんきごう tsh TSH
ʤ	はつおんきごう dzh DZH
ː	はつおんきごう ちょうぼいん ： :
ʬ	ww ばいらびあるぱーかっしぶ
¤	つうか たんい こくさいつうかきごう
₠	つうか たんい おうしゅうつうかたんい えきゅー　きゅうゆーろ　えきゅーきごう　きゅうゆーろきごう
₡	つうか たんい ころん ころんきごう
₢	つうか たんい くるぜいろ くるぜいろきごう
₣	つうか たんい ふらん ふらんきごう
₤	つうか たんい りら りらきごう
₥	つうか たんい みるきごう
₦	つうか たんい ないら ないらきごう
₧	つうか たんい ぺせた ぺせたきごう
₨	つうか たんい るぴー るぴーきごう
₩	つうか たんい うぉん うぉんきごう
₪	つうか たんい しんしぇける しんしぇけるきごう
₫	つうか たんい どん どんきごう
₭	つうか たんい きーぷ きーぷきごう
₮	つうか たんい どぐろぐ とぅぐるぐ とぅぐるく とぅぐりく どぐろぐきごう とぅぐるぐきごう とぅぐるくきごう とぅぐりくきごう
₯	つうか たんい どらくま どらくまきごう
₰	つうか たんい ぺにひ ぺにひきごう
₱	つうか たんい ぺそ ぺそきごう
₲	つうか たんい ぐあらにー ぐあらにーきごう
₳	つうか たんい あうすとらる あうすとらるきごう
₴	つうか たんい ぐりぶな ふりヴにゃ ふりぶにゃ ぐりぶなきごう ふりヴにゃきごう ふりぶにゃきごう
₵	つうか たんい せでぃ せでぃきごう
₶	つうか たんい りーぶる とぅーるりーぶる
₷	つうか たんい すぺすみろ
₸	つうか たんい てんげ
₹	つうか たんい るぴー いんどるぴー
₺	つうか たんい りら とるこりら
₻	つうか たんい まるく のるうぇーまるく
₼	つうか たんい まなと あぜるばいじゃんまなと
₽	つうか たんい るーぶる ろしあるーぶる
₾	つうか たんい らり じょーじあらり
₿	つうか たんい びっとこいん
㌀	あぱーと
㌁	あるふぁ
㌂	あんぺあ
㌃	あーる たんい
㌄	いにんぐ たんい
㌅	いんち たんい
㌆	うぉん たんい
㌇	えすくーど たんい
㌈	えーかー たんい
㌉	おんす たんい
㌊	おーむ たんい
㌋	かいり たんい
㌌	からっと たんい
㌍	かろりー たんい
㌎	がろん たんい
㌏	がんま たんい
㌐	ぎが たんい
㌑	ぎにー たんい
㌒	きゅりー たんい
㌓	ぎるだー たんい
㌔	きろ たんい
㌕	きろぐらむ たんい
㌖	きろめーとる たんい
㌗	きろわっと たんい
㌘	ぐらむ たんい
㌙	ぐらむとん たんい
㌚	くるぜいろ たんい
㌛	くろーね たんい
㌜	けーす たんい
㌝	こるな たんい
㌞	こーぽ
㌟	さいくる たんい
㌠	さんちーむ たんい
㌡	しりんぐ たんい
㌢	せんち たんい
㌣	せんと たんい
㌤	だーす たんい
㌥	でし たんい
㌦	どる たんい
㌧	とん たんい
㌨	なの たんい
㌩	のっと たんい
㌪	はいつ
㌫	ぱーせんと たんい
㌬	ぱーつ たんい
㌭	ばーれる たんい
㌮	ぴあすとる たんい
㌯	ぴくる たんい
㌰	ぴこ たんい
㌱	びる
㌲	ふぁらっど たんい
㌳	ふぃーと たんい
㌴	ぶっしぇる たんい
㌵	ふらん たんい
㌶	へくたーる たんい
㌷	ぺそ たんい
㌸	ぺにひ たんい
㌹	へるつ たんい
㌺	ぺんす たんい
㌻	ぺーじ たんい
㌼	べーた
㌽	ぽいんと たんい
㌾	ぼると たんい
㌿	ほん たんい
㍀	ぽんど たんい
㍁	ほーる
㍂	ほーん たんい
㍃	まいくろ たんい
㍄	まいる たんい
㍅	まっは たんい
㍆	まるく たんい
㍇	まんしょん
㍈	みくろん たんい
㍉	みり たんい
㍊	みりばーる たんい
㍋	めが たんい
㍌	めがとん たんい
㍍	めーとる たんい
㍎	やーど たんい
㍏	やーる たんい
㍐	ゆあん たんい
㍑	りっとる たんい
㍒	りら たんい
㍓	るぴー たんい
㍔	るーぶる たんい
㍕	れむ たんい たんい
㍖	れんとげん たんい
㍗	わっと たんい
↔	やじるし ←→ <-> <ー>
↕	やじるし ↑↓ ↓↑
↖	やじるし ← ↑ ひだりうえ ひだりうえや
↗	やじるし → ↑ みぎうえ みぎうえや
↘	やじるし → ↓ みぎした みぎしたや
↙	やじるし ← ↓ ひだりした ひだりしたや
↩	やじるし ←
↪	やじるし →
↰	やじるし ←
↱	やじるし →
↲	やじるし ←
↴	やじるし ↓
↳	やじるし →
↵	やじるし ← えんたー りたーん かいぎょう
↶	やじるし ↓
↷	やじるし ↓
↺	やじるし → ↑
↻	やじるし ← ↑
⤴	やじるし ↑
⤵	やじるし ↓
⇄	やじるし →←
⇅	やじるし ↑↓
⇆	やじるし ←→
⇇	やじるし ← ←←
⇈	やじるし ↑ ↑↑
⇉	やじるし → →→
⇊	やじるし ↓ ↓↓
⇐	やじるし ひだりや ひだり <= ←
⇑	やじるし うえや うえ ↑
⇓	やじるし したや した ↓
⇕	やじるし ↑↓ ↓↑
⇖	やじるし ひだりうえ ひだりうえや ← ↑
⇗	やじるし みぎうえ みぎうえや → ↑
⇘	やじるし みぎした みぎしたや → ↓
⇙	やじるし ひだりした ひだりしたや ← ↓
⇚	やじるし ひだりや ひだり ←
⇛	やじるし みぎや みぎ →
⇠	やじるし ひだりや ひだり <... ←
⇡	やじるし うえや うえ ↑
⇢	やじるし みぎや みぎ ...> →
⇣	やじるし したや した ↓
⇦	やじるし ひだりや ひだり ←
⇧	やじるし うえや うえ ↑
⇨	やじるし みぎや みぎ →
⇩	やじるし したや した ↓
〄	きごう JIS じす
〠	きごう ゆうびん
〶	きごう ゆうびん
〼	ます
〽	いおりてん うた
(月)	げつ げつよう げつようび
(火)	か かよう かようび
(水)	すい すいよう すいようび
(木)	もく もくよう もくようび
(金)	きん きんよう きんようび
(土)	ど どよう どようび
(日)	にち にちよう にちようび
㈪	げつよう げつようび
㈫	かよう かようび
㈬	すいよう すいようび
㈭	もくよう もくようび
㈮	きんよう きんようび
㈯	どよう どようび
㈰	にちよう にちようび
㈷	しゅくじつ かっこしゅく
㉁	やすみ きゅうじつ かっこきゅう
㈳	しゃだんほうじん かっこしゃ
㈴	なまえ かっこめい
㈵	とくしゅほうじん かっことく
㈶	ざいだんほうじん かっこざい
㈸	ろうどうくみあい かっころう
㈺	よびだし かっこよび
㈻	がっこうほうじん かっこがく
㈼	かんさほうじん かっこかん
㈽	かっこき
㈾	かっこし
㈿	かっこきょう
㉀	さいじつ かっこさい
㉂	かっこじ かっこより
㉃	いたる かっこいたる
㊙	まるひ
㊚	まるおとこ おとこ
㊛	まるおんな おんな
㊜	まるてき
㊝	まるゆう
㊞	まるいん いんかん
㊟	まるちゅう
㊠	まるこう
㊡	まるきゅう
㊢	まるしゃ
㊣	まるせい
㊩	まるい
㊪	まるしゅう
㊫	まるがく
㊬	まるかん
㊭	まるき
㊮	まるし
㊯	まるきょう
㊰	まるよる
㋐	まるあ
㋑	まるい
㋒	まるう
㋓	まるえ
㋔	まるお
㋕	まるか
㋖	まるき
㋗	まるく
㋘	まるけ
㋙	まるこ
㋚	まるさ
㋛	まるし
㋜	まるす
㋝	まるせ
㋞	まるそ
㋟	まるた
㋠	まるち
㋡	まるつ
㋢	まるて
㋣	まると
㋤	まるな
㋥	まるに
㋦	まるぬ
㋧	まるね
㋨	まるの
㋩	まるは
㋪	まるひ
㋫	まるふ
㋬	まるへ
㋭	まるほ
㋮	まるま
㋯	まるみ
㋰	まるむ
㋱	まるめ
㋲	まるも
㋳	まるや
㋴	まるゆ
㋵	まるよ
㋶	まるら
㋷	まるり
㋸	まるる
㋹	まるれ
㋺	まるろ
㋻	まるわ
㋼	まるうぃ まるゐ
㋽	まるうぇ まるゑ
㋾	まるを
⁰	うわつき うえつき うわつき0 うえつき0 うえ0
¹	うわつき うえつき うわつき1 うえつき1 うえ1
²	うわつき うえつき うわつき2 うえつき2 うえ2
³	うわつき うえつき うわつき3 うえつき3 うえ3
⁴	うわつき うえつき うわつき4 うえつき4 うえ4
⁵	うわつき うえつき うわつき5 うえつき5 うえ5
⁶	うわつき うえつき うわつき6 うえつき6 うえ6
⁷	うわつき うえつき うわつき7 うえつき7 うえ7
⁸	うわつき うえつき うわつき8 うえつき8 うえ8
⁹	うわつき うえつき うわつき9 うえつき9 うえ9
⁺	うわつき うえつき うわつき+ うえつき+ うえ+ +
⁻	うわつき うえつき うわつき- うえつき- うえ- -
⁼	うわつき うえつき うわつき= うえつき= うえ= =
⁽	うわつき うえつき うわつき( うえつき( うえ( (
⁾	うわつき うえつき うわつき) うえつき) うえ) )
ⁿ	うわつき うえつき うわつきn うえつきn うえn うわつきN うえつきN うえN うわつきん うえつきん うえん n
₀	したつき したつき0 した0
₁	したつき したつき1 した1
₂	したつき したつき2 した2
₃	したつき したつき3 した3
₄	したつき したつき4 した4
₅	したつき したつき5 した5
₆	したつき したつき6 した6
₇	したつき したつき7 した7
₈	したつき したつき8 した8
₉	したつき したつき9 した9
₊	したつき したつき+ した+ +
₋	したつき したつき- した- -
₌	したつき したつき= した= =
₍	したつき したつき( した( (
₎	したつき したつき) した) )
ₐ	したつき したつきa したつきあ したつきA したa したあ したA a
ₑ	したつき したつきe したつきえ したつきE したe したえ したE e
ₒ	したつき したつきo したつきお したつきO したo したお したO o
ₓ	したつき したつきx したつきX したx したX x
ₔ	したつき したつきe したつきえ したつきE したe したえ したE e
✁	きごう はさみ
✂	きごう はさみ
✃	きごう はさみ
✄	きごう はさみ
✆	きごう でんわ
✇	きごう てーぷ てーぷどらいぶ
✈	きごう ひこうき
✉	きごう ふうとう
✌	きごう ぴーす ぶい
✍	きごう てがき めも
✎	きごう えんぴつ
✏	きごう えんぴつ
✐	きごう えんぴつ
✑	きごう ぺん ぺんさき まんねんひつ
✒	きごう ぺん ぺんさき まんねんひつ
✕	きごう ばつ ぺけ かける
✖	きごう ばつ ぺけ かける
✗	きごう ばつ ぺけ
✘	きごう ばつ ぺけ
✙	きごう くろす じゅうじか じゅうじ
✚	きごう くろす じゅうじか じゅうじ
✛	きごう くろす じゅうじか じゅうじ
✜	きごう くろす じゅうじか じゅうじ
✝	きごう くろす じゅうじか じゅうじ
✞	きごう くろす じゅうじか じゅうじ
✟	きごう くろす じゅうじか じゅうじ
✠	きごう くろす じゅうじか じゅうじ まるたじゅうじ
✡	きごう ほし だびで だびでのほし ろくぼうせい
✢	きごう あすたりすく あすてりすく
✣	きごう あすたりすく あすてりすく
✤	きごう あすたりすく あすてりすく
✥	きごう あすたりすく あすてりすく
✦	きごう ほし
✧	きごう ほし
✩	きごう ほし
✪	きごう ほし
✫	きごう ほし
✬	きごう ほし
✭	きごう ほし
✮	きごう ほし
✯	きごう ほし
✰	きごう ほし
✱	きごう ほし あすたりすく あすてりすく
✲	きごう ほし あすたりすく あすてりすく
✳	きごう ほし あすたりすく あすてりすく
✴	きごう ほし あすたりすく あすてりすく
✵	きごう ほし あすたりすく あすてりすく
✶	きごう ほし あすたりすく あすてりすく
✷	きごう ほし あすたりすく あすてりすく
✸	きごう ほし あすたりすく あすてりすく
✹	きごう ほし あすたりすく あすてりすく
✺	きごう ほし あすたりすく あすてりすく
✻	きごう ほし あすたりすく あすてりすく
✼	きごう ほし あすたりすく あすてりすく
✽	きごう ほし あすたりすく あすてりすく
✾	きごう ほし あすたりすく あすてりすく はな
✿	きごう はな
❀	きごう はな
❁	きごう はな
❂	きごう ほし
❃	きごう ほし あすたりすく あすてりすく
❄	きごう ゆき
❅	きごう ゆき
❆	きごう ゆき
❇	きごう ほし あすたりすく あすてりすく
❈	きごう ほし あすたりすく あすてりすく
❉	きごう ほし あすたりすく あすてりすく
❊	きごう ほし あすたりすく あすてりすく
❋	きごう ほし あすたりすく あすてりすく
❍	きごう まる ずけい
❏	きごう しかく ずけい
❐	きごう しかく ずけい
❑	きごう しかく ずけい
❒	きごう しかく ずけい
❖	きごう ひし ひしがた ずけい
❘	きごう たてぼう たてせん |
❙	きごう たてぼう たてせん |
❚	きごう たてぼう たてせん |
❛	きごう くぉーと '
❜	きごう あぽすとろふぃ くぉーと こんま かんま '
❝	"きごう だぶるくおーと だぶるくおーてーしょん くぉーと だぶるくぉーてしょん """
❞	"きごう だぶるくおーと だぶるくおーてーしょん くぉーと だぶるくぉーてしょん """
❡	きごう だんらく せくしょん
❢	きごう かんたんふ ! ！ えくすくらめーしょん びっくり
❣	きごう かんたんふ ! ！ えくすくらめーしょん びっくり
❤	きごう はーと
❥	きごう はーと
❦	きごう はーと
❧	きごう はーと
❶	きごう まる1 まるいち
❷	きごう まる2 まるに
❸	きごう まる3 まるさん
❹	きごう まる4 まるよん まるし
❺	きごう まる5 まるご
❻	きごう まる6 まるろく
❼	きごう まる7 まるなな まるしち
❽	きごう まる8 まるはち
❾	きごう まる9 まるきゅう まるく
❿	きごう まる10 まるじゅう
➀	きごう まる1 まるいち
➁	きごう まる2 まるに
➂	きごう まる3 まるさん
➃	きごう まる4 まるよん まるし
➄	きごう まる5 まるご
➅	きごう まる6 まるろく
➆	きごう まる7 まるなな まるしち
➇	きごう まる8 まるはち
➈	きごう まる9 まるきゅう まるく
➉	きごう まる10 まるじゅう
➊	きごう まる1 まるいち
➋	きごう まる2 まるに
➌	きごう まる3 まるさん
➍	きごう まる4 まるよん まるし
➎	きごう まる5 まるご
➏	きごう まる6 まるろく
➐	きごう まる7 まるなな まるしち
➑	きごう まる8 まるはち
➒	きごう まる9 まるきゅう まるく
➓	きごう まる10 まるじゅう
➔	きごう やじるし みぎ
➘	きごう やじるし みぎした
➙	きごう やじるし みぎ
➚	きごう やじるし みぎうえ
➛	きごう やじるし みぎ
➜	きごう やじるし みぎ
➝	きごう やじるし みぎ
➞	きごう やじるし みぎ
➟	きごう やじるし みぎ
➠	きごう やじるし みぎ
➡	きごう やじるし みぎ
➢	きごう やじるし みぎ
➣	きごう やじるし みぎ
➤	きごう やじるし みぎ
➥	きごう やじるし みぎ
➦	きごう やじるし みぎ
➧	きごう やじるし みぎ
➨	きごう やじるし みぎ
➩	きごう やじるし みぎ
➪	きごう やじるし みぎ
➫	きごう やじるし みぎ
➬	きごう やじるし みぎ
➭	きごう やじるし みぎ
➮	きごう やじるし みぎ
➯	きごう やじるし みぎ
➱	きごう やじるし みぎ
➲	きごう やじるし みぎ
➳	きごう やじるし みぎ
➴	きごう やじるし みぎした
➵	きごう やじるし みぎ
➶	きごう やじるし みぎうえ
➷	きごう やじるし みぎした
➸	きごう やじるし みぎ
➹	きごう やじるし みぎうえ
➺	きごう やじるし みぎ
➻	きごう やじるし みぎ
➼	きごう やじるし みぎ
➽	きごう やじるし みぎ
➾	きごう やじるし みぎ
(笑)	わら
w	わら
www	わら くさ
(泣)	なく なき
(汗)	あせ
乙	ぶしゅ おつにょう つりばり
乚	ぶしゅ おつ おつにょう つりばり
丨	ぶしゅ いちぼう たて たてぼう こん |
丶	ぶしゅ てん
丿	ぶしゅ の
亅	ぶしゅ はねぼう かぎ
二	ぶしゅ
亠	ぶしゅ なべぶた
人	ぶしゅ
亻	ぶしゅ にんべん
𠆢	ぶしゅ ひとがしら ひとやね
儿	ぶしゅ にんにょう ひとあし
入	ぶしゅ いる いりがしら いりやね
八	ぶしゅ はちがしら
冖	ぶしゅ わかんむり べきかんむり
冂	ぶしゅ けいがまえ どうがまえ
冫	ぶしゅ にすい
几	ぶしゅ つくえ きにょう かぜがまえ
凵	ぶしゅ かんにょう うけばこ
刀	ぶしゅ
刂	ぶしゅ りっとう
力	ぶしゅ
勹	ぶしゅ つつみがまえ
匕	ぶしゅ ひ さじ さじのひ
匚	ぶしゅ はこがまえ
匸	ぶしゅ かくしがまえ
十	ぶしゅ
卜	ぶしゅ ぼくのと
卩	ぶしゅ ふしづくり まげわりふ
⺋	ぶしゅ ふしづくり まげわりふ
厂	ぶしゅ がんだれ
厶	ぶしゅ む
又	ぶしゅ
口	ぶしゅ くちへん
囗	ぶしゅ くにがまえ
土	ぶしゅ つちへん
士	ぶしゅ さむらい さむらいかんむり
夂	ぶしゅ ふゆがしら
夊	ぶしゅ すいにょう すいにゅう なつあし
夕	ぶしゅ
大	ぶしゅ だいがしら
女	ぶしゅ おんなへん
子	ぶしゅ こども こどもへん
宀	ぶしゅ うかんむり
寸	ぶしゅ
小	ぶしゅ しょうがしら なおがしら
尢	ぶしゅ まげあし だいのまげあし おうにょう
尣	ぶしゅ まげあし だいのまげあし おうにょう
尸	ぶしゅ かばねだれ
屮	ぶしゅ てつ めばえ
山	ぶしゅ やまへん
川	ぶしゅ
巛	ぶしゅ まがりがわ さんぽがわ
工	ぶしゅ たくみへん
己	ぶしゅ
巳	ぶしゅ おのれ
已	ぶしゅ おのれ
巾	ぶしゅ はばへん
干	ぶしゅ ほす かん いちじゅう
幺	ぶしゅ いとがしら
广	ぶしゅ まだれ
廴	ぶしゅ えんにょう
廾	ぶしゅ こまぬき
弋	ぶしゅ しきがまえ よく
弓	ぶしゅ ゆみへん
彐	ぶしゅ けいがしら いのこがしら
彑	ぶしゅ けいがしら いのこがしら
彡	ぶしゅ さんづくり かみかざり さん せん
彳	ぶしゅ ぎょうにんべん
心	ぶしゅ
忄	ぶしゅ りっしんべん
㣺	ぶしゅ したごころ
戈	ぶしゅ ほこがまえ ほこづくり
戸	ぶしゅ とだれ
手	ぶしゅ てへん
扌	ぶしゅ て てへん
支	ぶしゅ しにょう えだにょう
攴	ぶしゅ ぼくづくり，ぼくにょう，ぼんにょう
攵	ぶしゅ ぼくづくり，ぼくにょう，ぼんにょう
文	ぶしゅ ぶんにょう
斗	ぶしゅ ます とます
斤	ぶしゅ おの おのづくり
方	ぶしゅ かたへん ほうへん
无	ぶしゅ む むにょう すでのつくり
旡	ぶしゅ む むにょう すでのつくり
日	ぶしゅ ひへん
曰	ぶしゅ ひらび いわく
木	ぶしゅ きへん
欠	ぶしゅ あくび かける
止	ぶしゅ とめる とめへん
歹	ぶしゅ かばね かばねへん
殳	ぶしゅ ほこ ほこづくり るまた
毋	ぶしゅ なかれ
毌	ぶしゅ なかれ
比	ぶしゅ ならびひ くらべる
毛	ぶしゅ
氏	ぶしゅ
气	ぶしゅ きがまえ
水	ぶしゅ
氵	ぶしゅ さんずい
氺	ぶしゅ したみず
火	ぶしゅ ひへん
灬	ぶしゅ れんが れっか
爪	ぶしゅ そうにょう
爫	ぶしゅ つめかんむり
父	ぶしゅ
爻	ぶしゅ こう
爿	ぶしゅ しょうへん
片	ぶしゅ かたへん
牙	ぶしゅ
牛	ぶしゅ
牜	ぶしゅ うしへん
犬	ぶしゅ
犭	ぶしゅ けものへん
玄	ぶしゅ
玉	ぶしゅ たまへん ぎょくへん
王	ぶしゅ たま たまへん ぎょくへん
玊	ぶしゅ たま たまへん ぎょくへん
瓜	ぶしゅ
瓦	ぶしゅ
甘	ぶしゅ あまい かん
生	ぶしゅ いきる うまれる
用	ぶしゅ もちいる
甩	ぶしゅ もちいる よう
疋	ぶしゅ ひき
𤴔	ぶしゅ ひき
辵	ぶしゅ しんにょう しんにゅう
辶	ぶしゅ しんにょう しんにゅう
疒	ぶしゅ やまいだれ
邑	ぶしゅ おおざと
癶	ぶしゅ はつがしら
白	ぶしゅ しろへん
皮	ぶしゅ けがわ ひのかわ
酉	ぶしゅ とりへん ひよみのとり
皿	ぶしゅ
釆	ぶしゅ のごめ のごめへん
辰	ぶしゅ しんのたつ
目	ぶしゅ めへん
矛	ぶしゅ ほこへん
矢	ぶしゅ やへん
石	ぶしゅ いしへん
示	ぶしゅ しめす しめすへん ねへん
礻	ぶしゅ しめす しめすへん ねへん
禸	ぶしゅ ぐうのあし
禾	ぶしゅ のぎへん
穴	ぶしゅ あなかんむり
立	ぶしゅ たつへん
竹	ぶしゅ たけかんむり
⺮	ぶしゅ たけかんむり
米	ぶしゅ こめへん
糸	ぶしゅ いとへん
糹	ぶしゅ いと いとへん
缶	ぶしゅ ほとぎ ほとぎへん
网	ぶしゅ あみがしら よんがしら あみめ
罒	ぶしゅ あみがしら よんがしら あみめ め
罓	ぶしゅ あみがしら よんがしら あみめ
𦉰	ぶしゅ あみがしら よんがしら あみめ
㓁	ぶしゅ あみがしら よんがしら あみめ
羊	ぶしゅ ひつじへん
𦍌	ぶしゅ ひつじ ひつじへん
羽	ぶしゅ
老	ぶしゅ おいがしら おいかんむり
耂	ぶしゅ おいがしら おいかんむり
而	ぶしゅ しこうして
耒	ぶしゅ すきへん らいすき
耳	ぶしゅ みみへん
聿	ぶしゅ ふでづくり
肀	ぶしゅ ふでづくり
𦘒	ぶしゅ ふでづくり
肉	ぶしゅ
月	ぶしゅ にく にくづき つきへん
臣	ぶしゅ
自	ぶしゅ みずから
至	ぶしゅ いたるへん
臼	ぶしゅ
𦥑	ぶしゅ うす
舌	ぶしゅ
舛	ぶしゅ
舟	ぶしゅ ふねへん
艮	ぶしゅ こんづくり こん ねづくり
色	ぶしゅ
艸	ぶしゅ くさかんむり
艹	ぶしゅ くさかんむり
虍	ぶしゅ とらがしら
虫	ぶしゅ むしへん
血	ぶしゅ ちへん
行	ぶしゅ ぎょうがまえ ゆきがまえ
衣	ぶしゅ
衤	ぶしゅ ころもへん
襾	ぶしゅ にし
覀	ぶしゅ にし
西	ぶしゅ
見	ぶしゅ
角	ぶしゅ つのへん
言	ぶしゅ ごんべん
訁	ぶしゅ ごんべん
谷	ぶしゅ
豆	ぶしゅ
豕	ぶしゅ いのこへん
豸	ぶしゅ むじなへん
貝	ぶしゅ かいへん
赤	ぶしゅ あかへん
走	ぶしゅ はしる そうにょう
足	ぶしゅ あしへん
𧾷	ぶしゅ あし あしへん
身	ぶしゅ みへん
車	ぶしゅ くるまへん
辛	ぶしゅ からい しん
里	ぶしゅ さとへん
金	ぶしゅ かねへん
釒	ぶしゅ かね かねへん
長	ぶしゅ ながい
镸	ぶしゅ ながい
門	ぶしゅ もんがまえ かどがまえ
阜	ぶしゅ こざとへん
阝	ぶしゅ こざとへん おおざと
隶	ぶしゅ れいづくり
隹	ぶしゅ ふるとり
雨	ぶしゅ あめかんむり
靑	ぶしゅ
青	ぶしゅ
非	ぶしゅ あらず
面	ぶしゅ
革	ぶしゅ かわへん つくりがわ
韋	ぶしゅ なめしがわ
韭	ぶしゅ にら
音	ぶしゅ おとへん
頁	ぶしゅ おおがい
風	ぶしゅ ふうにょう
飛	ぶしゅ とぶ
食	ぶしゅ しょくへん
𩙿	ぶしゅ しょくへん
飠	ぶしゅ しょくへん
首	ぶしゅ
香	ぶしゅ
馬	ぶしゅ うまへん
骨	ぶしゅ ほねへん
高	ぶしゅ たかい
髟	ぶしゅ かみがしら
鬥	ぶしゅ たたかいがまえ とうがまえ
鬯	ぶしゅ ちょう においざけ
鬲	ぶしゅ
鬼	ぶしゅ きにょう
魚	ぶしゅ うおへん
鳥	ぶしゅ
鹵	ぶしゅ ろ しお
鹿	ぶしゅ
麥	ぶしゅ ばくにょう
麦	ぶしゅ ばくにょう
麻	ぶしゅ あさかんむり
黃	ぶしゅ き
黄	ぶしゅ
黍	ぶしゅ
黑	ぶしゅ くろ
黒	ぶしゅ
黹	ぶしゅ ち ぬいとり ふつへん
黽	ぶしゅ べんあし おおがえる
鼎	ぶしゅ てい
鼓	ぶしゅ
鼠	ぶしゅ
鼻	ぶしゅ はなへん
齊	ぶしゅ せい
斉	ぶしゅ せい
齒	ぶしゅ は はへん
歯	ぶしゅ はへん
龍	ぶしゅ
竜	ぶしゅ
龜	ぶしゅ
亀	ぶしゅ
龠	ぶしゅ やく やくのふえ
𓃗	ひえろぐりふ うま
𓃟	ひえろぐりふ ぶた
𓃠	ひえろぐりふ ねこ
𓃡	ひえろぐりふ いぬ
𓃬	ひえろぐりふ らいおん
𓃭	ひえろぐりふ らいおん
𓃰	ひえろぐりふ ぞう
𓃱	ひえろぐりふ きりん
𓃹	ひえろぐりふ うさぎ のうさぎ
𓅓	ひえろぐりふ ふくろう
𓆉	ひえろぐりふ かめ
𓆏	ひえろぐりふ かえる
𓆛	ひえろぐりふ さかな てぃらぴあ
𓆜	ひえろぐりふ さかな ばーべる
𓆝	ひえろぐりふ さかな ぼら
𓆞	ひえろぐりふ さかな えれふぁんとのーずふぃっしゅ
𓆟	ひえろぐりふ さかな
𓆡	ひえろぐりふ さかな ふぐ
濵	まゆはま
髙	はしごだか
﨑	たつさき
𠮷	つちよし
ㇰ	あいぬ く
ㇱ	あいぬ し
ㇲ	あいぬ す
ㇳ	あいぬ と
ㇴ	あいぬ ぬ
ㇵ	あいぬ は
ㇶ	あいぬ ひ
ㇷ	あいぬ ふ
ㇸ	あいぬ へ
ㇹ	あいぬ ほ
ㇺ	あいぬ む
ㇻ	あいぬ ら
